"Compound.Name","Column","z","QE.LinRange","QE.RF.ratio","QE.RSD","TQS.LinRange","TQS.RF.ratio","TQS.RSD","Compound.Type","Compound.Name_old","Compound.Name_figure","Compound.Name_SQL","Emperical.Formula","RT..min.","m.z","ionization_form","KEGG_Code","ChEBI_Code","Liquid.Fraction","Conc..uM","HILICMix","Date.added","Classyfire","Priority","KEGG_Names","PubChem_Code","PubChem_Formula","InChI_Key_Code","Canon_SMILES_Code","IUPAC_Code"
"Homarine","HILIC",1,NA,"1.23","10.4",NA,"1.177","9.4","Osmolyte","Homarine","Homarine","Homarine","C7H7NO2",6.19,138.055503,"[M+H]",NA,NA,"Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridinecarboxylic acids and derivatives; level 5: Pyridinecarboxylic acids",TRUE,NA,3620,"C7H7NO2","BRTLKRNVNFIOPJ-UHFFFAOYSA-N","C[N+]1=CC=CC=C1C(=O)[O-]","1-methylpyridin-1-ium-2-carboxylate"
"Muramic acid","HILIC",1,"1000 - >10000","0.545","23.8","20 - 1000","0.63","15","Peptidoglycan","Muramic Acid","Muramic acid","Muramic acid","C9H17NO7",11,252.108329,"[M+H]","cpd:C06470","ChEBI:7027","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Sugar acids and derivatives",TRUE,"Muramic acid; 3-O-alpha-Carboxyethyl-D-glucosamine; 2-Amino-3-O-[(R)-1-carboxyethyl]-2-deoxy-D-glucopyranose",441038,"C9H17NO7","MSFSPUZXLOGKHJ-PGYHGBPZSA-N","CC(C(=O)O)OC1C(C(OC(C1O)CO)O)N","(2R)-2-[(3R,4R,5S,6R)-3-amino-2,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoic acid"
"Indole-3-carbinol","HILIC",-1,"100 - >10000","1.007","10.1","500 - >10000","0.973","16.3","Phytohormone","Indole 3 carbinol","Indole-3-carbinol","Indole 3 carbinol","C9H9NO",2.395,146.060589,"[M-H]",NA,NA,"Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indoles; level 5: 3-alkylindoles",TRUE,NA,3712,"C9H9NO","IVYPNXXAYMYVSP-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CO","1H-indol-3-ylmethanol"
"Indolepyruvic acid","HILIC",-1,"500 - >10000","0.662","5.1","NA - 1000","1.377","30.4","Phytohormone","Indole 3 Pyruvic Acid","I3P acid","Indolepyruvic acid","C11H9NO3",2.375,202.050419,"[M-H]","cpd:C00331","ChEBI:29750","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indolyl carboxylic acids and derivatives",TRUE,"Indolepyruvate; Indolepyruvic acid; (Indol-3-yl)pyruvate; Indole-3-pyruvate; 3-(Indol-3-yl)pyruvate",NA,NA,"RSTKLPZEZYGQPY-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O","3-(1H-indol-3-yl)-2-oxopropanoic acid"
"2-Heptyl-3-hydroxy-quinolone","HILIC",1,"<10 - 1000","0.821","26.6","<10 - 1000","0.789","37.4","Quorum sensing","PQS","PQS","PQS","C16H21NO2",2.16,260.165054,"[M+H]","cpd:C11848","ChEBI:29472","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Quinolines and derivatives; subclass: Quinolones and derivatives; level 5: Hydroxyquinolones",TRUE,"2-Heptyl-3-hydroxy-quinolone; 2-Heptyl-3-hydroxy-4(1H)-quinolone; 2-Heptyl-3-hydroxy-4-quinolone",NA,NA,"CEIUIHOQDSVZJQ-UHFFFAOYSA-N","CCCCCCCC1=C(C(=O)C2=CC=CC=C2N1)O","2-heptyl-3-hydroxy-1H-quinolin-4-one"
"Flavin adenine dinucleotide","HILIC",-1,"100 - >10000","0.489","23.5","<10 - >10000","0.811","18.1","Redox","FAD","FAD","Flavin adenine dinucleotide","C27H33N9O15P2",7.585,784.149317,"[M-H]","cpd:C00016","ChEBI:16238","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides",TRUE,"FAD; Flavin adenine dinucleotide",643975,"C27H33N9O15P2","VWWQXMAJTJZDQX-UYBVJOGSSA-N","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O","[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate"
"Glycerophosphoric acid","HILIC",-1,"1000 - 1000","0.83","16.7","100 - >10000","0.828","6.1","Redox","glycerol 3 phosphate","G3-phosphate","Glycerophosphoric acid","C3H9O6P",13.065,171.005853,"[M-H]","cpd:C00093","ChEBI:15978","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Glycerophospholipids; subclass: Glycerophosphates",TRUE,"sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate",754,"C3H9O6P","AWUCVROLDVIAJX-UHFFFAOYSA-N","C(C(COP(=O)(O)O)O)O","2,3-dihydroxypropyl dihydrogen phosphate"
"NAD","HILIC",-1,"100 - >10000","0.594","15.9","20 - >10000","1.022","19.3","Redox","NAD","NAD","NAD","C21H27N7O14P2",10.6,662.101304,"[M-H]","cpd:C00003","ChEBI:15846","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides",TRUE,"NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+",NA,NA,"BAWFJGJZGIEFAR-NNYOXOHSSA-N","C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N","[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
"NADH","HILIC",-1,"100 - >10000","0.85","16.5","500 - >10000","1.106","17.6","Redox","NADH","NADH","NADH","C21H27N7O14P2",11.26,664.116954,"[M+H]","cpd:C00004","ChEBI:16908","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides",NA,"NADH; DPNH; Reduced nicotinamide adenine dinucleotide",NA,NA,"BOPGDPNILDQYTO-NNYOXOHSSA-N","C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O","[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate"
"NADP","HILIC",-1,"100 - >10000","0.741","23.3","100 - >10000","0.8","13.7","Redox","NADP","NADP","NADP","C21H29N7O17P3",12.74,742.067637,"[M-2H]","cpd:C00006","ChEBI:18009","Aq",4,"Mix2",160401,"kingdom: Organic_compounds; superclass: Nucleosides_nucleotides_and_analogues; class: (5->5)-dinucleotides; subclass: (5->5)-dinucleotides; level 5: (5->5)-dinucleotides; level 6: (5->5)-dinucleotides; level 7: (5->5)-dinucleotides; level 8: (5->5)-dinucleotides",TRUE,"NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+",129893609,"C21H29N7NaO17P3+","ZUXQIVQXILFYQI-QYZPTAICSA-O","C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.[Na]","[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate"
"NADPH","HILIC",-1,"100 - >10000","0.182","64.4","500 - >10000","1.483","53.8","Redox","NADPH","NADPH","NADPH","C21H29N7O17P3",13.345,744.083287,"[M]","cpd:C00005","ChEBI:16474","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides",TRUE,"NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate",5884,"C21H30N7O17P3","ACFIXJIJDZMPPO-NNYOXOHSSA-N","C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O","[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate"
"Riboflavin-5-phosphate","HILIC",-1,"100 - >10000","0.552","17.9","20 - >10000","0.902","12","Redox","Riboflavin Monophosphate","RMP","RMP","C17H21N4O9P",8.6,455.096794,"[M-H]","cpd:C00061","ChEBI:17621","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides",FALSE,"FMN; Riboflavin-5-phosphate; Flavin mononucleotide",NA,NA,"FVTCRASFADXXNN-SCRDCRAPSA-N","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O","[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate"
"Riboflavin-5-phosphate","HILIC",1,NA,NA,NA,NA,NA,NA,"Redox","Riboflavin Monophosphate","RMP","RMP","C17H21N4O9P",8.6,457.112444,"[M+H]","cpd:C00061","ChEBI:17621","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Flavin nucleotides",TRUE,"FMN; Riboflavin-5-phosphate; Flavin mononucleotide",NA,NA,"FVTCRASFADXXNN-SCRDCRAPSA-N","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O","[(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate"
"D-Glucose 6-phosphate","HILIC",-1,"500 - >10000","0.623","13.6","100 - >10000","0.842","2.4","Sugar phosphate","Glucose 6 phosphate","Glucose 6 phosphate","Glucose 6 phosphate","C6H13O9P",14.12,259.021897,"[M-H]","cpd:C00092","ChEBI:4170","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Monosaccharides; level 6: Monosaccharide phosphates",TRUE,"D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester",99058,"C6H13O9P","VFRROHXSMXFLSN-UHFFFAOYSA-N","C(C(C(C(C(C=O)O)O)O)O)OP(=O)(O)O","(2,3,4,5-tetrahydroxy-6-oxohexyl) dihydrogen phosphate"
"D-Fructose 6-phosphate","HILIC",-1,"250 - 5000","0.597","20","20 - >10000","0.882","13.6","Sugar phosphate","Fructose 6 phosphate","F6-phosphate","Fructose 6 phosphate","C6H13O9P",13.51,259.021897,"[M-H]","cpd:C00085","ChEBI:15946","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Monosaccharides; level 6: Hexoses; level 7: Hexose phosphates",TRUE,"D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester",NA,NA,"GSXOAOHZAIYLCY-HSUXUTPPSA-N","C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O","[(2R,3R,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl] dihydrogen phosphate"
"D-Glucose 1-phosphate","HILIC",-1,"500 - >10000","0.597","20","100 - >10000","0.83","9.4","Sugar phosphate","Glucose 1 phosphate","Glucose 1 phosphate","Glucose 1 phosphate","C6H13O9P",13.45,259.021897,"[M-H]","cpd:C00103","ChEBI:29042","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Monosaccharides; level 6: Monosaccharide phosphates",TRUE,"D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate",NA,NA,"HXXFSFRBOHSIMQ-VFUOTHLCSA-N","C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O","[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate"
"3-Phosphoglycerate","HILIC",-1,"10000 - >10000","0.757","27.6","100 - >10000","1.253","10.1","Sugar phosphate","Phosphoglyceric Acid","3-Phosphoglycerate","Phosphoglycerate","C3H7O7P",14.755,184.985118,"[M-H]","cpd:C00597","ChEBI:17050","Aq",4,"Mix1",180130,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Sugar acids and derivatives",TRUE,"Glycerate 3-phosphate; 3-Phosphoglycerate",724,"C3H7O7P","OSJPPGNTCRNQQC-UHFFFAOYSA-N","C(C(C(=O)O)O)OP(=O)(O)O","2-hydroxy-3-phosphonooxypropanoic acid"
"D-Ribose 5-phosphate","HILIC",-1,"1000 - >10000","0.561","24.2","100 - >10000","1.052","16.1","Sugar phosphate","Ribose 5 phosphate","R5P","R5P","C5H11O8P",13.29,229.011333,"[M-H]","cpd:C00117","ChEBI:17797","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Monosaccharides; level 6: Pentoses; level 7: Pentose phosphates",TRUE,"D-Ribose 5-phosphate; Ribose 5-phosphate",NA,NA,"KTVPXOYAKDPRHY-SOOFDHNKSA-N","C(C1C(C(C(O1)O)O)O)OP(=O)(O)O","[(2R,3S,4R)-3,4,5-trihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
"(R)-2,3-Dihydroxypropane-1-sulfonate","HILIC",-1,"<10 - 1000","0.548","15.2","<10 - 1000","0.712","18.2","Sulfur","DHPS","DHPS","DHPS","C3H8O5S",10.67,155.001422,"[M-H]","cpd:C19675","CHEBI:NA","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,"YPFUJZAAZJXMIP-GSVOUGTGSA-N","C(C(CS(=O)(=O)O)O)O","(2R)-2,3-dihydroxypropane-1-sulfonic acid"
"Sulfolactic Acid","HILIC",-1,"10000 - >10000","1.416","19.1","10000 - >10000","1.768","9.1","Sulfur","Sulfolactic Acid","Sulfolactic acid","Sulfolactic Acid","C3H6O6S",13.275,168.980687,"[M-H]","cpd:C11537","CHEBI:48291","Aq",16,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Hydroxy acids and derivatives; subclass: Alpha hydroxy acids and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Hydroxy acids and derivatives; subclass: Alpha hydroxy acids and derivatives",NA,"(2R)-3-Sulfolactate; (R)-3-Sulfolactate",NA,NA,"COMVEZIIQHBEJL-UHFFFAOYSA-N","CC(C(=O)O)(O)S(=O)(=O)O","2-hydroxy-2-sulfopropanoic acid"
"3-Sulfopyruvic acid","HILIC",-1,"1000 - >10000","1.078","23.1","20 - 1000","1.13","2.7","Sulfur","3-Sulfopyruvic Acid","3-Sulfopyruvic acid","Sulfopyruvic acid","C3H4O6S",12.92,166.965037,"[M-H]","cpd:C05528","ChEBI:16894","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Keto acids and derivatives; subclass: Alpha-keto acids and derivatives",TRUE,"3-Sulfopyruvate; 3-Sulfopyruvic acid",NA,NA,"BUTHMSUEBYPMKJ-UHFFFAOYSA-N","C(C(=O)C(=O)O)S(=O)(=O)O","2-oxo-3-sulfopropanoic acid"
"Amino Propanesulfonic Acid","HILIC",-1,NA,NA,NA,NA,NA,NA,"Sulfur","Amino Propanesulfonic Acid","APA","Amino Propanesulfonic Acid","C3H9NO3S",11.49,138.022491,"[M-H]",NA,NA,"Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",NA,NA,NA,NA,"SNKZJIOFVMKAOJ-UHFFFAOYSA-M","C(CN)CS(=O)(=O)[O-]","3-aminopropane-1-sulfonate"
"L-Cysteic acid","HILIC",-1,"20 - >10000","0.834","13.6","100 - >10000","0.99","7.5","Sulfur","Cysteic Acid","Cysteic acid","Cysteic acid","C3H7NO5S",12.15,167.996671,"[M-H]","cpd:C00506","ChEBI:17285","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; level 8: L-alpha-amino acids",TRUE,"L-Cysteate; L-Cysteic acid; 3-Sulfoalanine; 2-Amino-3-sulfopropionic acid",72886,"C3H7NO5S","XVOYSCVBGLVSOL-REOHCLBHSA-N","C(C(C(=O)O)N)S(=O)(=O)O","(2R)-2-amino-3-sulfopropanoic acid"
"Dimethylsulfoniopropionate","HILIC",1,"<10 - >10000","0.324","10","<10 - 1000","0.278","9","Sulfur","DMSP","DMSP","Dimethylsulfoniopropionate","C5H10O2S",9.325,135.047977,"[M+H]","cpd:C04022","ChEBI:16457","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Carboxylic acid derivatives; level 5: Carboxylic acid salts",TRUE,"S,S-Dimethyl-beta-propiothetin; S-Dimethylsulfonium propionic acid; Dimethylpropiothetin; DMPT; DMSP",NA,NA,"DFPOZTRSOAQFIK-UHFFFAOYSA-N","C[S+](C)CCC(=O)[O-]","3-dimethylsulfoniopropanoate"
"Ethanesulfonic acid","HILIC",-1,NA,NA,NA,NA,NA,NA,"Sulfur","Ethanesulfonic Acid","Esylic acid","Ethanesulfonic acid","C2H6O3S",4.29,108.995942,"[M-H]",NA,NA,"Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,NA,11668,"C2H6O3S","CCIVGXIOQKPBKL-UHFFFAOYSA-N","CCS(=O)(=O)O","ethanesulfonic acid"
"Glutathione disulfide","HILIC",1,NA,NA,NA,NA,NA,NA,"Sulfur","Glutathione Disulfide","GSSG","Glutathione disulfide","C20H32N6O12S2",14.98,613.159793,"[M+H]","cpd:C00127","ChEBI:167606","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides",TRUE,"Glutathione disulfide; GSSG; Oxiglutatione; Oxidized glutathione",NA,NA,"YPZRWBKMTBYPTK-BJDJZHNGSA-N","C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N","(2S)-2-amino-5-[[(2R)-3-[[(2R)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]disulfanyl]-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid"
"Hypotaurine","HILIC",1,NA,NA,NA,NA,NA,NA,"Sulfur","Hypotaurine","Hypotaurine","Hypotaurine","C2H7NO2S",11.36,110.027576,"[M+H]","cpd:C00519","ChEBI:16668","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Sulfinic acids and derivatives; subclass: Sulfinic acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Sulfinic acids and derivatives; subclass: Sulfinic acids",NA,"Hypotaurine; 2-Aminoethanesulfinic acid",107812,"C2H7NO2S","VVIUBCNYACGLLV-UHFFFAOYSA-N","C(CS(=O)O)N","2-aminoethanesulfinic acid"
"Isethionic acid","HILIC",-1,"<10 - 1000","0.758","17.5","<10 - 1000","0.747","6.1","Sulfur","Isethionic Acid","Isethionic acid","Isethionic acid","C2H6O4S",7.2,124.990857,"[M-H]","cpd:C05123","ChEBI:1157","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,"2-Hydroxyethanesulfonate; 2-Hydroxyethanesulfonic acid; 2-Hydroxyethane-1-sulfonic acid; Isethionic acid; Isethionate",NA,NA,"SUMDYPCJJOFFON-UHFFFAOYSA-N","C(CS(=O)(=O)O)O","2-hydroxyethanesulfonic acid"
"Sodium 2-mercaptoethanesulfonate","HILIC",-1,"<10 - 1000","0.266","20.6","<10 - 1000","0.953","7.8","Sulfur","MESNA (Sodium 2-mercaptoethanesulfonate)","MESNA","MESNA","C2H5O3S2",2.67,140.968013,"[M]",NA,NA,"Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,NA,NA,NA,"XOGTZOOQQBDUSI-UHFFFAOYSA-M","C(CS(=O)(=O)[O-])S.[Na+]","sodium;2-sulfanylethanesulfonate"
"N-Acetyltaurine","HILIC",-1,"<10 - 1000","1.111","9.9","20 - 1000","1.079","2.1","Sulfur","N-acetyltaurine","N-acetyltaurine","N acetyltaurine","C4H9NO4S",3.74,166.017406,"[M-H]",NA,NA,"Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,NA,NA,NA,"CXJAAWRLVGAKDV-UHFFFAOYSA-N","CC(=O)NCCS(=O)(=O)O","2-acetamidoethanesulfonic acid"
"N-Methyltaurine","HILIC",1,NA,NA,NA,NA,NA,NA,"Sulfur","N-methyltaurine","N-methyltaurine","N methyltaurine","C3H9NO3S",6.06,140.038141,"[M+H]",NA,NA,"Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,NA,7882,"C3H9NO3S","SUZRRICLUFMAQD-UHFFFAOYSA-N","CNCCS(=O)(=O)O","2-(methylamino)ethanesulfonic acid"
"1-Propanesulfonate","HILIC",-1,NA,NA,NA,NA,NA,NA,"Sulfur","Propanesulfonate","Propanesulfonate","Propanesulfonate","C3H7O3S",2.81,123.011592,"[M]",NA,NA,"Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,NA,NA,NA,"KCXFHTAICRTXLI-UHFFFAOYSA-M","CCCS(=O)(=O)[O-]","propane-1-sulfonate"
"Sulfoacetic acid","HILIC",-1,"<10 - >10000","0.906","19.8","<10 - 1000","0.909","3","Sulfur","Sulfoacetic Acid","Sulfoacetic acid","Sulfoacetic acid","C2H4O5S",13.9,138.970122,"[M-H]","cpd:C14179","ChEBI:50519","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,"Sulfoacetate; Sulfoacetic acid",31257,"C2H4O5S","AGGIJOLULBJGTQ-UHFFFAOYSA-N","C(C(=O)O)S(=O)(=O)O","2-sulfoacetic acid"
"Taurine","HILIC",-1,"<10 - 1000","0.481","5.2","<10 - 1000","0.228","3.3","Sulfur","Taurine","Taurine","Taurine","C2H7NO3S",11.13,124.006841,"[M-H]","cpd:C00245","ChEBI:15891","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,"Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid",1123,"C2H7NO3S","XOAAWQZATWQOTB-UHFFFAOYSA-N","C(CS(=O)(=O)O)N","2-aminoethanesulfonic acid"
